"","Beer_Names","Beer_ID","ABV","IBU","Style","Ounces","Brewery_Name","Brewery_ID","City","State"
"1374","Enlighten",2019,0.045,NA,"Kölsch",16,"Chapman's Brewing",251,"Angola"," IN"
"1375","Ale Cider",2018,0.065,8,"Fruit / Vegetable Beer",16,"Chapman's Brewing",251,"Angola"," IN"
"1376","Pail Ale",2017,0.055,30,"American Pale Ale (APA)",16,"Chapman's Brewing",251,"Angola"," IN"
"1377","Englishman",2016,0.045,NA,"English Brown Ale",16,"Chapman's Brewing",251,"Angola"," IN"
"1378","Barrio Blanco",2005,0.06,60,"American IPA",12,"Barrio Brewing Company",252,"Tucson"," AZ"
"1379","Barrio Tucson Blonde",1343,0.045,NA,"American Blonde Ale",12,"Barrio Brewing Company",252,"Tucson"," AZ"
"1380","Giant DIPA",2002,0.089,88,"American Double / Imperial IPA",16,"Santa Cruz Mountain Brewing",253,"Santa Cruz"," CA"
"1381","Dread Brown Ale",1683,0.054,NA,"American Brown Ale",12,"Santa Cruz Mountain Brewing",253,"Santa Cruz"," CA"
"1382","Casinos IPA",1362,0.07,NA,"English India Pale Ale (IPA)",16,"Santa Cruz Mountain Brewing",253,"Santa Cruz"," CA"
"1383","Old Detroit",1998,0.056,NA,"American Amber / Red Ale",12,"Frankenmuth Brewery",254,"Frankenmuth"," MI"
"1384","Batch 69 IPA",1556,0.069,69,"American IPA",12,"Frankenmuth Brewery",254,"Frankenmuth"," MI"
"1385","Twisted Helles Summer Lager",1208,0.055,18,"Munich Helles Lager",12,"Frankenmuth Brewery",254,"Frankenmuth"," MI"
"1386","Bushwhacker Cider",1986,0.069,NA,"Cider",16,"Meckley's Cidery",255,"Somerset Center"," MI"
"1387","Weim-R-Iner",1985,0.069,NA,"Cider",16,"Meckley's Cidery",255,"Somerset Center"," MI"
"1388","Cherry Bomb",1984,0.069,NA,"Cider",16,"Meckley's Cidery",255,"Somerset Center"," MI"
"1389","Brontide",1983,0.05,NA,"American Black Ale",12,"Stillwater Artisanal Ales",256,"Baltimore"," MD"
"1390","Brontide",1631,0.05,NA,"American Black Ale",12,"Stillwater Artisanal Ales",256,"Baltimore"," MD"
"1391","Classique",1344,0.045,NA,"Saison / Farmhouse Ale",12,"Stillwater Artisanal Ales",256,"Baltimore"," MD"
"1392","Hardcore Chimera",1981,0.09,NA,"American Double / Imperial IPA",16,"Finch's Beer Company",257,"Chicago"," IL"
"1393","Sobek & Set",1664,0.08,80,"American Black Ale",16,"Finch's Beer Company",257,"Chicago"," IL"
"1394","Nuclear Winter",1663,0.086,NA,"Belgian Strong Dark Ale",16,"Finch's Beer Company",257,"Chicago"," IL"
"1395","Wet Hot American Wheat Ale",1662,0.05,22,"American Pale Wheat Ale",16,"Finch's Beer Company",257,"Chicago"," IL"
"1396","Secret Stache Stout",941,0.053,NA,"American Stout",16,"Finch's Beer Company",257,"Chicago"," IL"
"1397","Fascist Pig Ale",935,0.08,72,"American Amber / Red Ale",16,"Finch's Beer Company",257,"Chicago"," IL"
"1398","Cut Throat Pale Ale",809,0.055,NA,"American Pale Ale (APA)",16,"Finch's Beer Company",257,"Chicago"," IL"
"1399","Threadless IPA",481,0.075,NA,"American IPA",16,"Finch's Beer Company",257,"Chicago"," IL"
"1400","Cut Throat Pale Ale (2011)",351,0.055,NA,"American Pale Ale (APA)",16,"Finch's Beer Company",257,"Chicago"," IL"
"1401","Golden Wing Blonde Ale",350,0.047,NA,"American Blonde Ale",16,"Finch's Beer Company",257,"Chicago"," IL"
"1402","LuckenBock",1972,0.07,18,"Bock",16,"South Austin Brewery",258,"South Austin"," TX"
"1403","Texas Pale Ale (TPA)",1971,0.055,40,"American IPA",16,"South Austin Brewery",258,"South Austin"," TX"
"1404","6 String Saison",1970,0.08,NA,"Saison / Farmhouse Ale",16,"South Austin Brewery",258,"South Austin"," TX"
"1405","Kol' Beer",1969,0.05,22,"Kölsch",16,"South Austin Brewery",258,"South Austin"," TX"
"1406","Wagon Party",1966,0.054,55,"California Common / Steam Beer",12,"Bauhaus Brew Labs",259,"Minneapolis"," MN"
"1407","Sky-Five",1965,0.067,70,"American IPA",12,"Bauhaus Brew Labs",259,"Minneapolis"," MN"
"1408","Stargrazer",1964,0.05,28,"Schwarzbier",12,"Bauhaus Brew Labs",259,"Minneapolis"," MN"
"1409","Wonderstuff",1963,0.054,48,"German Pilsener",12,"Bauhaus Brew Labs",259,"Minneapolis"," MN"
"1410","Ozark American Pale Ale",1961,0.04,39,"American Pale Ale (APA)",12,"Ozark Beer Company",260,"Rogers"," AR"
"1411","Train Wreck",1952,0.082,NA,"American Amber / Red Ale",16,"Mountain Town Brewing Company ",261,"Mount Pleasant"," MI"
"1412","Overgrown American Pale Ale",1946,0.055,55,"American Pale Ale (APA)",12,"Otter Creek Brewing",262,"Waterbury"," VT"
"1413","Birdhouse Pale Ale",1945,0.05,NA,"Belgian Pale Ale",12,"The Brewer's Art",263,"Baltimore"," MD"
"1414","Ozzy",1079,0.073,NA,"Belgian Pale Ale",12,"The Brewer's Art",263,"Baltimore"," MD"
"1415","Resurrection",94,0.07,NA,"Dubbel",12,"The Brewer's Art",263,"Baltimore"," MD"
"1416","Incredible Pedal IPA",1944,0.07,NA,"American IPA",12,"Denver Beer Company",264,"Denver"," CO"
"1417","Graham Cracker Porter",1943,0.05,NA,"American Porter",12,"Denver Beer Company",264,"Denver"," CO"
"1418","Rudie Session IPA",1942,0.045,NA,"American IPA",12,"Ska Brewing Company",265,"Durango"," CO"
"1419","Taster's Choice",1708,0.074,NA,"Doppelbock",12,"Ska Brewing Company",265,"Durango"," CO"
"1420","Modus Hoperandi",1521,0.068,65,"American IPA",12,"Ska Brewing Company",265,"Durango"," CO"
"1421","Estival Cream Stout",1297,0.058,15,"American Stout",12,"Ska Brewing Company",265,"Durango"," CO"
"1422","Vernal Minthe Stout",1192,0.058,NA,"American Stout",12,"Ska Brewing Company",265,"Durango"," CO"
"1423","Hibernal Vinifera Stout",1013,0.08,NA,"Foreign / Export Stout",12,"Ska Brewing Company",265,"Durango"," CO"
"1424","Autumnal Molé Stout",774,NA,NA,"American Stout",12,"Ska Brewing Company",265,"Durango"," CO"
"1425","Mexican Logger",386,0.042,18,"American Pale Lager",12,"Ska Brewing Company",265,"Durango"," CO"
"1426","True Blonde Ale",70,0.053,NA,"American Blonde Ale",12,"Ska Brewing Company",265,"Durango"," CO"
"1427","Euphoria Pale Ale",69,0.061,NA,"American Pale Ale (APA)",12,"Ska Brewing Company",265,"Durango"," CO"
"1428","ESB Special Ale",68,0.057,58,"Extra Special / Strong Bitter (ESB)",12,"Ska Brewing Company",265,"Durango"," CO"
"1429","Modus Hoperandi",67,0.068,65,"American IPA",12,"Ska Brewing Company",265,"Durango"," CO"
"1430","Almanac IPA",1938,0.062,72,"American IPA",12,"Tractor Brewing Company",266,"Albuquerque"," NM"
"1431","Milk Mustachio Stout",1937,0.065,NA,"Milk / Sweet Stout",12,"Tractor Brewing Company",266,"Albuquerque"," NM"
"1432","Farmer's Tan Red Ale",1936,0.06,30,"American Amber / Red Ale",12,"Tractor Brewing Company",266,"Albuquerque"," NM"
"1433","Fresh Cut Pilsner",1931,0.046,NA,"American Pilsner",12,"Peak Organic Brewing Company",267,"Portland"," ME"
"1434","Summer Session Ale",1930,0.05,61,"American Pale Wheat Ale",12,"Peak Organic Brewing Company",267,"Portland"," ME"
"1435","Cape Cod Red",1928,0.055,35,"American Amber / Red Ale",16,"Cape Cod Beer",268,"Hyannis"," MA"
"1436","Beach Blonde",1927,0.049,10,"American Blonde Ale",16,"Cape Cod Beer",268,"Hyannis"," MA"
"1437","Long Trail IPA",1926,0.059,42,"English India Pale Ale (IPA)",12,"Long Trail Brewing Company",269,"Bridgewater Corners"," VT"
"1438","Long Trail Ale",1924,0.046,30,"American Amber / Red Ale",12,"Long Trail Brewing Company",269,"Bridgewater Corners"," VT"
"1439","Double Bag",1090,0.072,33,"Altbier",16,"Long Trail Brewing Company",269,"Bridgewater Corners"," VT"
"1440","Blackbeary Wheat",574,0.04,8,"Fruit / Vegetable Beer",12,"Long Trail Brewing Company",269,"Bridgewater Corners"," VT"
"1441","Long Trail Ale (1)",573,0.046,30,"Altbier",12,"Long Trail Brewing Company",269,"Bridgewater Corners"," VT"
"1442","Commotion APA",1923,0.052,49,"American Pale Ale (APA)",12,"Great Raft Brewing Company",270,"Shreveport"," LA"
"1443","Southern Drawl Pale Lager",1922,0.052,NA,"American Pale Lager",12,"Great Raft Brewing Company",270,"Shreveport"," LA"
"1444","Freeride APA",1921,0.053,40,"American Pale Ale (APA)",12,"Alaskan Brewing Company",271,"Juneau"," AK"
"1445","Alaskan Amber",1920,0.053,18,"Altbier",12,"Alaskan Brewing Company",271,"Juneau"," AK"
"1446","Left of the Dial IPA",1917,0.043,NA,"American IPA",12,"Notch Brewing Company",272,"Ipswich"," MA"
"1447","Notch Session Pils",1190,0.04,NA,"Czech Pilsener",12,"Notch Brewing Company",272,"Ipswich"," MA"
"1448","Petit Mutant",1916,0.06,NA,"American Wild Ale",16,"The Alchemist",273,"Waterbury"," VT"
"1449","The Crusher",1915,0.096,NA,"American Double / Imperial IPA",16,"The Alchemist",273,"Waterbury"," VT"
"1450","Beelzebub",1914,0.08,NA,"American Double / Imperial Stout",16,"The Alchemist",273,"Waterbury"," VT"
"1451","Focal Banger",1810,0.07,NA,"American IPA",16,"The Alchemist",273,"Waterbury"," VT"
"1452","Heady Topper",1111,0.08,120,"American Double / Imperial IPA",16,"The Alchemist",273,"Waterbury"," VT"
"1453","Heady Topper",379,0.08,120,"American Double / Imperial IPA",16,"The Alchemist",273,"Waterbury"," VT"
"1454","Hydraulion Red",1913,0.053,22,"Irish Red Ale",12,"Three Notch'd Brewing Company",274,"Charlottesville"," VA"
"1455","40 Mile IPA",1912,0.06,50,"American IPA",12,"Three Notch'd Brewing Company",274,"Charlottesville"," VA"
"1456","Big Chuck Barleywine",1909,0.099,NA,"American Barleywine",12,"Portside Brewery",275,"Cleveland"," OH"
"1457","Fresh Slice White IPA",1908,0.055,45,"American White IPA",12,"Otter Creek Brewing",276,"Middlebury"," VT"
"1458","Montauk Summer Ale",1907,0.056,28,"American Blonde Ale",12,"Montauk Brewing Company",277,"Montauk"," NY"
"1459","Driftwood Ale",1906,0.06,49,"Extra Special / Strong Bitter (ESB)",12,"Montauk Brewing Company",277,"Montauk"," NY"
"1460","Let It Ride IPA",1903,0.068,90,"American IPA",12,"Indeed Brewing Company",278,"Minneapolis"," MN"
"1461","Stir Crazy Winter Ale",1691,0.065,22,"Winter Warmer",12,"Indeed Brewing Company",278,"Minneapolis"," MN"
"1462","Sweet Yamma Jamma Ale",1555,0.05,10,"Fruit / Vegetable Beer",12,"Indeed Brewing Company",278,"Minneapolis"," MN"
"1463","Shenanigans Summer Ale",1115,0.046,27,"American Pale Wheat Ale",12,"Indeed Brewing Company",278,"Minneapolis"," MN"
"1464","Midnight Ryder",729,0.065,80,"American Black Ale",12,"Indeed Brewing Company",278,"Minneapolis"," MN"
"1465","Day Tripper Pale Ale",728,0.054,45,"American Pale Ale (APA)",12,"Indeed Brewing Company",278,"Minneapolis"," MN"
"1466","Lost Sailor IPA",1900,0.055,40,"English India Pale Ale (IPA)",12,"Berkshire Brewing Company",279,"South Deerfield"," MA"
"1467","Steel Rail Extra Pale Ale",1317,0.053,20,"American Pale Ale (APA)",12,"Berkshire Brewing Company",279,"South Deerfield"," MA"
"1468","La Ferme Urbaine Farmhouse Ale",1899,0.078,NA,"Saison / Farmhouse Ale",12,"Foolproof Brewing Company",280,"Pawtucket"," RI"
"1469","Backyahd IPA",983,0.06,NA,"American IPA",12,"Foolproof Brewing Company",280,"Pawtucket"," RI"
"1470","Raincloud Robust Porter",982,0.065,NA,"American Porter",12,"Foolproof Brewing Company",280,"Pawtucket"," RI"
"1471","Barstool American Golden Ale",981,0.045,NA,"American Blonde Ale",12,"Foolproof Brewing Company",280,"Pawtucket"," RI"
"1472","Groupe G",1895,0.076,65,"Belgian IPA",16,"Headlands Brewing Company",281,"Mill Valley"," CA"
"1473","Pt. Bonita Rustic Lager",1894,0.062,40,"American Pale Lager",16,"Headlands Brewing Company",281,"Mill Valley"," CA"
"1474","Hill 88 Double IPA",1893,0.088,77,"American Double / Imperial IPA",16,"Headlands Brewing Company",281,"Mill Valley"," CA"
"1475","Longhop IPA",1891,0.042,30,"American IPA",16,"Bolero Snort Brewery",282,"Ridgefield Park"," NJ"
"1476","Lucky Buck",1890,0.04,34,"Irish Dry Stout",16,"Bolero Snort Brewery",282,"Ridgefield Park"," NJ"
"1477","Leatherhead Red",1889,0.052,NA,"American Amber / Red Ale",12,"Thunderhead Brewing Company",283,"Kearney"," NE"
"1478","Cropduster Mid-American IPA",1222,0.065,NA,"American IPA",12,"Thunderhead Brewing Company",283,"Kearney"," NE"
"1479","Golden Frau Honey Wheat",122,0.075,NA,"Braggot",12,"Thunderhead Brewing Company",283,"Kearney"," NE"
"1480","Cornstalker Dark Wheat",121,NA,NA,"American Dark Wheat Ale",12,"Thunderhead Brewing Company",283,"Kearney"," NE"
"1481","Thrasher Session India Pale Ale",1886,0.045,44,"American IPA",12,"Defiance Brewing Company",284,"Hays"," KS"
"1482","Gutch English Style Mild Ale",1885,0.05,16,"English Pale Mild Ale",12,"Defiance Brewing Company",284,"Hays"," KS"
"1483","Hop Freak",1884,0.087,80,"American Double / Imperial IPA",16,"Milwaukee Brewing Company",285,"Milwaukee"," WI"
"1484","Louie's Demise Amber Ale",1272,0.051,24,"American Amber / Red Ale",16,"Milwaukee Brewing Company",285,"Milwaukee"," WI"
"1485","Hop Happy",1080,0.075,51,"American IPA",16,"Milwaukee Brewing Company",285,"Milwaukee"," WI"
"1486","Booyah Farmhouse Ale",932,0.065,20,"Saison / Farmhouse Ale",16,"Milwaukee Brewing Company",285,"Milwaukee"," WI"
"1487","O-Gii",776,0.092,NA,"Witbier",16,"Milwaukee Brewing Company",285,"Milwaukee"," WI"
"1488","Flaming Damsel Lager (2010)",172,0.048,18,"Vienna Lager",16,"Milwaukee Brewing Company",285,"Milwaukee"," WI"
"1489","Louie’s Demise Immort-Ale (2010)",171,0.051,24,"American Amber / Red Ale",16,"Milwaukee Brewing Company",285,"Milwaukee"," WI"
"1490","Whitecap Wit",1882,0.048,16,"Witbier",16,"Catawba Island Brewing",286,"Port Clinton"," OH"
"1491","Seiche Scottish Ale",1881,0.078,16,"Scottish Ale",16,"Catawba Island Brewing",286,"Port Clinton"," OH"
"1492","Truck Stop Honey Brown Ale",1876,0.06,NA,"English Brown Ale",12,"Back Forty Beer Company",287,"Gadsden"," AL"
"1493","Naked Pig Pale Ale",1875,0.06,43,"American Pale Ale (APA)",12,"Back Forty Beer Company",287,"Gadsden"," AL"
"1494","El Chingon IPA",1874,0.076,73,"American IPA",12,"Four Corners Brewing Company",288,"Dallas"," TX"
"1495","Block Party Robust Porter",1873,0.057,40,"American Porter",12,"Four Corners Brewing Company",288,"Dallas"," TX"
"1496","Local Buzz",1872,0.052,20,"American Blonde Ale",12,"Four Corners Brewing Company",288,"Dallas"," TX"
"1497","Saint Archer White Ale",1868,0.05,15,"Witbier",12,"Saint Archer Brewery",289,"San Diego"," CA"
"1498","Saint Archer IPA",1867,0.068,66,"American IPA",12,"Saint Archer Brewery",289,"San Diego"," CA"
"1499","Saint Archer Pale Ale",1865,0.052,40,"American Pale Ale (APA)",12,"Saint Archer Brewery",289,"San Diego"," CA"
"1500","Saint Archer Blonde",1864,0.048,22,"Kölsch",12,"Saint Archer Brewery",289,"San Diego"," CA"
"1501","Rogue American Amber Ale",1860,0.051,NA,"American Amber / Red Ale",16,"Rogue Ales",290,"Newport"," OR"
"1502","Supergoose IPA",1857,0.069,67,"American IPA",12,"Hale's Ales",291,"Seattle"," WA"
"1503","Hale's Pale American Ale",1440,0.047,NA,"American Pale Ale (APA)",12,"Hale's Ales",291,"Seattle"," WA"
"1504","IPA & a Half",1856,0.073,87,"American IPA",12,"Tommyknocker Brewery",292,"Idaho Springs"," CO"
"1505","Ornery Amber Lager (2003)",736,0.055,33,"Vienna Lager",12,"Tommyknocker Brewery",292,"Idaho Springs"," CO"
"1506","Tarnation California-Style Lager",1855,0.053,NA,"California Common / Steam Beer",12,"Baxter Brewing Company",293,"Lewiston"," ME"
"1507","On the Count of 3 (2015)",1778,0.07,42,"Hefeweizen",16,"Baxter Brewing Company",293,"Lewiston"," ME"
"1508","Summer Swelter",1209,0.047,NA,"American Pale Wheat Ale",12,"Baxter Brewing Company",293,"Lewiston"," ME"
"1509","Phantom Punch Winter Stout",954,0.068,NA,"Foreign / Export Stout",12,"Baxter Brewing Company",293,"Lewiston"," ME"
"1510","Hayride Autumn Ale",910,0.066,NA,"Rye Beer",12,"Baxter Brewing Company",293,"Lewiston"," ME"
"1511","Celsius Summer Ale (2012)",707,0.047,NA,"American Pale Wheat Ale",12,"Baxter Brewing Company",293,"Lewiston"," ME"
"1512","Amber Road",533,0.055,35,"American Amber / Red Ale",12,"Baxter Brewing Company",293,"Lewiston"," ME"
"1513","Pamola Xtra Pale Ale",183,0.049,28,"American Pale Ale (APA)",12,"Baxter Brewing Company",293,"Lewiston"," ME"
"1514","Stowaway IPA",182,0.069,69,"American IPA",12,"Baxter Brewing Company",293,"Lewiston"," ME"
"1515","Blue Boots IPA",1854,0.069,NA,"American IPA",16,"Northampton Brewery",294,"Northamtpon"," MA"
"1516","American India Red Ale",1850,0.071,83,"American Strong Ale",12,"Black Shirt Brewing Company",295,"Denver"," CO"
"1517","American Red Porter",1849,0.071,45,"American Porter",12,"Black Shirt Brewing Company",295,"Denver"," CO"
"1518","American Red Saison",1848,0.078,34,"Saison / Farmhouse Ale",12,"Black Shirt Brewing Company",295,"Denver"," CO"
"1519","Colorado Red Ale",1847,0.066,44,"American Amber / Red Ale",12,"Black Shirt Brewing Company",295,"Denver"," CO"
"1520","Wachusett Light IPA",1846,0.04,37,"American IPA",12,"Wachusett Brewing Company",296,"Westminster"," MA"
"1521","Green Monsta IPA",1845,0.06,55,"American IPA",12,"Wachusett Brewing Company",296,"Westminster"," MA"
"1522","Wachusett IPA",1844,0.056,50,"American IPA",12,"Wachusett Brewing Company",296,"Westminster"," MA"
"1523","Strawberry White",1843,0.047,NA,"Witbier",12,"Wachusett Brewing Company",296,"Westminster"," MA"
"1524","Larry Imperial IPA",1418,0.085,85,"American Double / Imperial IPA",12,"Wachusett Brewing Company",296,"Westminster"," MA"
"1525","Wachusett Summer",1038,0.047,NA,"American Pale Wheat Ale",12,"Wachusett Brewing Company",296,"Westminster"," MA"
"1526","Country Pale Ale",1030,0.051,17,"English Pale Ale",12,"Wachusett Brewing Company",296,"Westminster"," MA"
"1527","Wachusett Light IPA (2013)",1029,0.04,37,"American IPA",12,"Wachusett Brewing Company",296,"Westminster"," MA"
"1528","Pumpkan",908,0.052,20,"Pumpkin Ale",12,"Wachusett Brewing Company",296,"Westminster"," MA"
"1529","Wachusett Blueberry Ale",619,0.045,10,"Fruit / Vegetable Beer",12,"Wachusett Brewing Company",296,"Westminster"," MA"
"1530","Green Monsta IPA",618,0.06,55,"American IPA",12,"Wachusett Brewing Company",296,"Westminster"," MA"
"1531","Hefe Lemon",1838,0.049,30,"Radler",12,"Widmer Brothers Brewing Company",297,"Portland"," OR"
"1532","Hefe Black",1837,0.049,30,"Hefeweizen",12,"Widmer Brothers Brewing Company",297,"Portland"," OR"
"1533","Widmer Brothers Hefeweizen",1836,0.049,30,"Hefeweizen",12,"Widmer Brothers Brewing Company",297,"Portland"," OR"
"1534","Provision",1835,0.042,25,"Saison / Farmhouse Ale",12,"Hop Farm Brewing Company",298,"Pittsburgh"," PA"
"1535","One Nut Brown",1834,0.047,28,"American Brown Ale",12,"Hop Farm Brewing Company",298,"Pittsburgh"," PA"
"1536","Hop Farm IPA",1833,0.058,45,"American IPA",12,"Hop Farm Brewing Company",298,"Pittsburgh"," PA"
"1537","Adam's Stout",1832,0.058,40,"American Stout",12,"Liquid Hero Brewery",299,"York"," PA"
"1538","American Hero",1688,0.057,42,"American Amber / Red Ale",12,"Liquid Hero Brewery",299,"York"," PA"
"1539","Schweet Ale",1687,0.052,20,"Fruit / Vegetable Beer",12,"Liquid Hero Brewery",299,"York"," PA"
"1540","Irregardless IPA",1686,0.065,75,"American IPA",12,"Liquid Hero Brewery",299,"York"," PA"
"1541","Our Legacy IPA",1831,0.065,60,"American IPA",12,"Matt Brewing Company",300,"Utica"," NY"
"1542","Saranac Shandy",1359,0.042,NA,"Shandy",12,"Matt Brewing Company",300,"Utica"," NY"
"1543","Our Legacy IPA",1135,0.065,60,"American IPA",16,"Matt Brewing Company",300,"Utica"," NY"
"1544","Saranac Golden Pilsener (2003)",960,0.051,NA,"German Pilsener",12,"Matt Brewing Company",300,"Utica"," NY"
"1545","Saranac Adirondack Light (2002)",959,0.045,NA,"Light Lager",12,"Matt Brewing Company",300,"Utica"," NY"
"1546","DAX Light (1998)",958,0.045,NA,"Light Lager",12,"Matt Brewing Company",300,"Utica"," NY"
"1547","Saranac Traditional Lager (2000)",957,0.048,NA,"American Pale Lager",12,"Matt Brewing Company",300,"Utica"," NY"
"1548","Pomegranate Wheat (2008)",956,0.047,NA,"Fruit / Vegetable Beer",12,"Matt Brewing Company",300,"Utica"," NY"
"1549","Blueberry Blonde Ale",773,0.05,12,"American Blonde Ale",12,"Matt Brewing Company",300,"Utica"," NY"
"1550","Saranac White IPA",686,0.06,NA,"American IPA",12,"Matt Brewing Company",300,"Utica"," NY"
"1551","Saranac Summer Ale (2011)",453,0.047,NA,"American Pale Wheat Ale",12,"Matt Brewing Company",300,"Utica"," NY"
"1552","Saranac Pale Ale (12 oz.)",150,0.055,NA,"English Pale Ale",12,"Matt Brewing Company",300,"Utica"," NY"
"1553","Saranac Pale Ale (16 oz.)",133,0.055,NA,"English Pale Ale",16,"Matt Brewing Company",300,"Utica"," NY"
